index,image,transcription,length
36347,r02-127-05-03,did,3.0
36348,c06-031-04-00,the,3.0
36349,c04-139-02-04,not,3.0
36350,c06-031-04-01,two,3.0
36351,c04-139-02-02,the,3.0
36352,b05-017-02-03,the,3.0
36353,b05-038-00-01,the,3.0
36354,a01-043-07-06,see,3.0
36355,d07-096-02-11,the,3.0
36356,b05-032-10-00,the,3.0
36357,c06-031-03-01,and,3.0
36358,r02-127-04-04,And,3.0
36359,c04-144-01-04,the,3.0
36360,r02-127-03-01,the,3.0
36361,c04-144-01-00,the,3.0
36362,d07-096-01-04,and,3.0
36363,d06-107-03-05,was,3.0
36364,r02-070-05-06,the,3.0
36365,b05-032-09-06,his,3.0
36366,c04-139-06-02,and,3.0
36367,p03-004-02-01,and,3.0
36368,d07-096-02-01,the,3.0
36369,d06-107-03-02,the,3.0
36370,p02-139-02-05,sit,3.0
36371,p03-004-03-03,one,3.0
36372,b06-042-07-03,and,3.0
36373,c04-139-05-09,the,3.0
36374,p03-004-03-05,she,3.0
36375,c04-139-05-06,the,3.0
36376,r02-127-04-00,the,3.0
36377,c04-139-05-04,Roy,3.0
36378,d06-107-02-02,the,3.0
36379,d07-096-02-07,can,3.0
36380,c04-139-05-03,Sir,3.0
36381,p03-004-03-06,had,3.0
36382,p03-004-04-01,the,3.0
36383,d06-107-03-00,day,3.0
36384,b06-049-08-02,the,3.0
36385,c04-150-01-02,had,3.0
36386,d07-093-03-05,the,3.0
36387,b05-032-00-00,The,3.0
36388,c04-156-01-02,The,3.0
36389,c04-156-00-06,the,3.0
36390,d07-089-06-05,the,3.0
36391,p02-144-03-04,bag,3.0
36392,b06-045-00-00,For,3.0
36393,p02-144-03-03,her,3.0
36394,r02-117-03-13,His,3.0
36395,d07-089-07-01,the,3.0
36396,c04-156-00-01,was,3.0
36397,d06-111-00-12,get,3.0
36398,d07-089-07-05,the,3.0
36399,c04-150-06-10,had,3.0
36400,a01-043-03-05,has,3.0
36401,c04-150-06-09,who,3.0
36402,c04-150-06-08,boy,3.0
36403,r02-117-04-06,You,3.0
36404,d06-111-00-09,she,3.0
36405,d07-089-08-05,the,3.0
36406,a01-014x-08-05,his,3.0
36407,p02-144-01-00,and,3.0
36408,r02-117-04-08,not,3.0
36409,d06-111-00-07,but,3.0
36410,d06-111-02-00,sit,3.0
36411,c04-156-01-05,the,3.0
36412,p02-144-03-07,was,3.0
36413,c06-020-06-00,say,3.0
36414,b05-032-00-04,New,3.0
36415,c04-156-06-01,The,3.0
36416,c04-156-05-04,the,3.0
36417,p02-144-04-01,the,3.0
36418,b05-032-00-03,the,3.0
36419,r02-078-03-01,the,3.0
36420,d07-089-05-00,the,3.0
36421,d06-111-02-11,got,3.0
36422,c06-020-04-03,And,3.0
36423,r02-117-01-07,his,3.0
36424,d06-111-02-10,has,3.0
36425,d07-089-09-01,and,3.0
36426,d06-111-02-09,she,3.0
36427,b06-045-00-05,had,3.0
36428,c06-020-04-08,all,3.0
36429,c04-156-02-08,the,3.0
36430,c04-156-02-06,job,3.0
36431,b06-049-05-07,saw,3.0
36432,r02-117-03-03,NOT,3.0
36433,r02-078-02-07,but,3.0
36434,d07-089-05-06,the,3.0
36435,d06-111-02-03,and,3.0
36436,c06-020-05-07,But,3.0
36437,a01-043-03-00,his,3.0
36438,r02-117-03-00,and,3.0
36439,c04-150-06-02,was,3.0
36440,d07-089-09-02,the,3.0
36441,p02-139-04-11,his,3.0
36442,d07-093-01-05,the,3.0
36443,c04-150-02-06,the,3.0
36444,d07-093-01-07,are,3.0
36445,a01-043-04-03,the,3.0
36446,p03-004-00-05,the,3.0
36447,c04-150-02-02,him,3.0
36448,c06-027-01-04,one,3.0
36449,p02-139-03-09,out,3.0
36450,d07-093-02-02,the,3.0
36451,c04-150-01-13,his,3.0
36452,c04-150-01-12,and,3.0
36453,d07-093-01-02,the,3.0
36454,c04-150-01-10,the,3.0
36455,c04-150-01-07,God,3.0
36456,r02-117-06-07,get,3.0
36457,d07-093-02-08,are,3.0
36458,p02-139-03-08,get,3.0
36459,b05-017-04-00,The,3.0
36460,d06-107-09-00,who,3.0
36461,d07-093-03-02,the,3.0
36462,p02-139-03-07,can,3.0
36463,r02-078-00-08,the,3.0
36464,p02-139-03-06,she,3.0
36465,c06-027-03-03,was,3.0
36466,d06-107-09-02,not,3.0
36467,r02-078-03-06,the,3.0
36468,d07-093-01-01,for,3.0
36469,c06-027-00-10,and,3.0
36470,c06-020-07-00,and,3.0
36471,b05-032-08-07,has,3.0
36472,p03-004-00-03,sat,3.0
36473,d07-089-09-06,the,3.0
36474,b06-042-10-05,the,3.0
36475,r02-117-05-04,Now,3.0
36476,c04-150-04-03,and,3.0
36477,r02-078-02-03,his,3.0
36478,d07-089-10-03,the,3.0
36479,d06-111-00-02,not,3.0
36480,b05-017-04-05,the,3.0
36481,c06-027-01-00,the,3.0
36482,p02-139-04-05,but,3.0
36483,b06-049-07-04,the,3.0
36484,r02-117-05-06,you,3.0
36485,d07-093-00-00,The,3.0
36486,r02-117-05-07,run,3.0
36487,b05-032-08-10,the,3.0
36488,d07-093-00-02,and,3.0
36489,c04-150-03-03,The,3.0
36490,r02-117-06-01,and,3.0
36491,b06-042-10-02,the,3.0
36492,p02-139-03-12,her,3.0
36493,d07-093-00-07,the,3.0
36494,c04-150-03-08,his,3.0
36495,b04-202-02-00,the,3.0
36496,p02-131-01-01,for,3.0
36497,b06-059-02-04,the,3.0
36498,b05-042-08-08,the,3.0
36499,a01-020u-02-01,had,3.0
36500,p02-105-05-08,and,3.0
36501,d06-076-05-04,the,3.0
36502,c04-013-02-08,get,3.0
36503,b05-042-08-09,new,3.0
36504,e01-062-00-01,the,3.0
36505,c06-095-00-03,how,3.0
36506,r03-050-04-03,His,3.0
36507,b06-068-05-04,the,3.0
36508,c06-095-00-05,got,3.0
36509,c06-095-00-07,all,3.0
36510,p03-023-05-06,you,3.0
36511,e01-062-00-06,can,3.0
36512,c04-013-00-02,the,3.0
36513,b06-032-00-02,has,3.0
36514,c06-095-01-03,got,3.0
36515,c04-008-08-00,the,3.0
36516,a01-011u-07-06,the,3.0
36517,d06-076-04-05,and,3.0
36518,b06-068-06-02,and,3.0
36519,c04-008-07-07,get,3.0
36520,b06-068-06-03,the,3.0
36521,b04-187-02-13,the,3.0
36522,c04-013-03-03,too,3.0
36523,r02-038-00-12,She,3.0
36524,e01-059-06-01,for,3.0
36525,c06-091-02-02,and,3.0
36526,c04-017-00-08,way,3.0
36527,c06-091-02-03,has,3.0
36528,b06-032-01-05,big,3.0
36529,d06-082-01-03,way,3.0
36530,b06-032-01-03,But,3.0
36531,b06-068-04-03,the,3.0
36532,c06-091-02-07,two,3.0
36533,c04-017-00-00,But,3.0
36534,p02-105-06-05,her,3.0
36535,r02-038-01-05,out,3.0
36536,b06-032-00-00,All,3.0
36537,r02-038-01-03,and,3.0
36538,c04-013-05-08,the,3.0
36539,r02-038-01-02,him,3.0
36540,b04-187-03-02,And,3.0
36541,d06-082-00-06,how,3.0
36542,b06-068-04-04,new,3.0
36543,c04-013-05-02,are,3.0
36544,r03-050-03-05,the,3.0
36545,a01-038-07-05,was,3.0
36546,p03-023-05-04,can,3.0
36547,r03-050-03-08,his,3.0
36548,p02-105-06-02,had,3.0
36549,d06-082-00-10,and,3.0
36550,c04-017-01-00,for,3.0
36551,r02-038-00-03,not,3.0
36552,e01-062-01-03,and,3.0
36553,e01-062-03-07,not,3.0
36554,r03-053-00-04,his,3.0
36555,e01-062-03-09,and,3.0
36556,r02-013-10-00,the,3.0
36557,c04-008-02-00,and,3.0
36558,d06-076-01-07,our,3.0
36559,r03-053-00-06,and,3.0
36560,c04-008-01-03,the,3.0
36561,c04-008-01-00,was,3.0
36562,c06-095-06-01,can,3.0
36563,c04-004-07-04,his,3.0
36564,p03-027-02-11,and,3.0
36565,c06-095-06-03,one,3.0
36566,c04-004-07-01,was,3.0
36567,r03-053-03-00,the,3.0
36568,e01-062-04-08,the,3.0
36569,p02-105-04-04,the,3.0
36570,c06-095-06-07,the,3.0
36571,p03-027-03-02,was,3.0
36572,a01-020u-02-06,has,3.0
36573,c04-004-06-05,the,3.0
36574,a01-038-06-02,Sir,3.0
36575,e01-062-05-03,and,3.0
36576,c06-095-04-10,How,3.0
36577,p02-105-04-08,the,3.0
36578,b04-187-01-06,and,3.0
36579,e01-062-03-03,art,3.0
36580,r03-050-05-04,for,3.0
36581,e01-062-01-06,and,3.0
36582,c06-095-02-00,the,3.0
36583,a01-011u-07-05,but,3.0
36584,p03-027-02-03,her,3.0
36585,r02-013-10-07,may,3.0
36586,b06-068-07-03,new,3.0
36587,c06-095-02-04,the,3.0
36588,c04-008-03-09,Now,3.0
36589,r03-050-06-01,the,3.0
36590,r02-013-10-02,had,3.0
36591,c04-008-07-00,who,3.0
36592,e01-062-02-04,can,3.0
36593,p02-105-05-00,and,3.0
36594,c06-095-04-00,get,3.0
36595,c06-095-04-01,rid,3.0
36596,b06-027-08-03,man,3.0
36597,r03-050-06-04,the,3.0
36598,c06-095-04-03,old,3.0
36599,r03-053-00-00,His,3.0
36600,c06-095-04-04,man,3.0
36601,b06-027-08-02,the,3.0
36602,r03-053-00-02,was,3.0
36603,e01-062-03-02,The,3.0
36604,b06-027-08-04,who,3.0
36605,d06-082-01-05,the,3.0
36606,b06-068-02-04,the,3.0
36607,b04-187-03-10,The,3.0
36608,r03-050-00-02,was,3.0
36609,c04-023-02-06,she,3.0
36610,e01-055-08-10,and,3.0
36611,c04-023-02-03,the,3.0
36612,b06-068-00-00,All,3.0
36613,c04-023-02-00,try,3.0
36614,r02-038-05-05,few,3.0
36615,e01-055-09-00,has,3.0
36616,c04-023-01-08,the,3.0
36617,r03-050-00-06,his,3.0
36618,d06-086-00-05,far,3.0
36619,b06-032-02-07,but,3.0
36620,p02-109-04-04,man,3.0
36621,a01-020u-00-05,the,3.0
36622,e01-055-09-04,the,3.0
36623,r02-038-04-07,the,3.0
36624,p02-109-04-02,him,3.0
36625,d06-086-00-00,The,3.0
36626,b06-068-00-04,how,3.0
36627,p02-109-04-00,may,3.0
36628,b04-187-05-03,has,3.0
36629,c04-023-00-06,The,3.0
36630,c04-023-00-03,his,3.0
36631,c04-023-02-08,out,3.0
36632,b05-042-06-06,one,3.0
36633,a01-043u-08-02,and,3.0
36634,e01-055-08-04,has,3.0
36635,c04-028-00-06,Lee,3.0
36636,c04-028-00-03,and,3.0
36637,e01-055-06-00,the,3.0
36638,c04-028-00-01,Ann,3.0
36639,b04-187-06-03,and,3.0
36640,e01-055-06-03,the,3.0
36641,a01-014-00-00,Sir,3.0
36642,e01-055-06-06,and,3.0
36643,c04-023-04-07,the,3.0
36644,e01-055-06-08,was,3.0
36645,p03-023-02-09,had,3.0
36646,c06-087-04-07,and,3.0
36647,p02-109-06-03,you,3.0
36648,r03-035-07-06,yes,3.0
36649,r03-035-07-08,You,3.0
36650,b06-064-09-04,for,3.0
36651,e01-055-07-04,for,3.0
36652,p02-109-04-10,was,3.0
36653,p02-109-04-08,say,3.0
36654,c04-023-03-03,the,3.0
36655,r03-050-00-00,His,3.0
36656,c06-087-03-02,the,3.0
36657,d06-086-01-01,she,3.0
36658,c04-023-02-10,her,3.0
36659,b06-064-09-03,and,3.0
36660,c04-023-00-01,has,3.0
36661,p03-023-03-03,the,3.0
36662,b05-042-07-00,set,3.0
36663,d06-082-03-01,too,3.0
36664,r02-038-02-06,and,3.0
36665,r03-050-02-05,the,3.0
36666,c04-017-02-09,the,3.0
36667,r02-038-02-03,new,3.0
36668,b05-042-07-06,one,3.0
36669,p02-105-07-06,the,3.0
36670,c06-091-01-07,The,3.0
36671,e01-059-03-02,and,3.0
36672,c04-017-02-05,his,3.0
36673,d06-082-01-09,day,3.0
36674,c06-091-01-03,was,3.0
36675,e01-059-03-04,the,3.0
36676,c04-017-02-02,and,3.0
36677,b06-032-01-07,has,3.0
36678,b05-042-08-01,but,3.0
36679,a01-020u-01-04,the,3.0
36680,e01-059-03-08,can,3.0
36681,r03-050-03-00,and,3.0
36682,p02-105-07-02,the,3.0
36683,r02-038-02-01,was,3.0
36684,c04-017-01-03,hit,3.0
36685,c04-017-01-02,new,3.0
36686,p02-105-06-08,his,3.0
36687,p02-105-07-03,way,3.0
36688,r03-053-03-07,not,3.0
36689,b04-187-04-03,and,3.0
36690,c06-091-00-11,but,3.0
36691,e01-059-00-03,the,3.0
36692,b06-068-00-06,the,3.0
36693,p02-109-03-12,You,3.0
36694,d06-082-04-05,for,3.0
36695,r03-050-01-04,the,3.0
36696,p02-109-03-08,the,3.0
36697,r02-038-03-00,the,3.0
36698,b06-032-02-04,the,3.0
36699,r03-050-01-08,his,3.0
36700,c06-087-05-08,the,3.0
36701,p02-109-03-05,Doc,3.0
36702,r03-050-02-03,ash,3.0
36703,c04-017-05-10,the,3.0
36704,p03-023-03-07,had,3.0
36705,c04-017-05-06,his,3.0
36706,c06-091-00-04,the,3.0
36707,c04-017-05-05,for,3.0
36708,d06-082-03-08,all,3.0
36709,c06-091-00-08,the,3.0
36710,c04-017-05-02,has,3.0
36711,p02-109-03-01,out,3.0
36712,r02-038-02-08,the,3.0
36713,b06-032-02-01,not,3.0
36714,e01-059-02-02,are,3.0
36715,b06-068-01-04,The,3.0
36716,c04-028-00-07,are,3.0
36717,c06-100-00-01,all,3.0
36718,c06-100-00-04,you,3.0
36719,p02-101-06-02,Gay,3.0
36720,b06-023-07-02,950,3.0
36721,p02-101-06-01,and,3.0
36722,c03-096f-02-02,one,3.0
36723,r03-056-03-14,put,3.0
36724,e01-092-00-03,the,3.0
36725,p02-101-04-09,and,3.0
36726,d06-072-03-00,are,3.0
36727,c03-096f-01-05,The,3.0
36728,r03-056-03-15,you,3.0
36729,c06-106-00-06,see,3.0
36730,p02-101-04-04,her,3.0
36731,p02-101-04-02,her,3.0
36732,r03-056-05-06,But,3.0
36733,e01-092-02-00,are,3.0
36734,e01-092-02-02,the,3.0
36735,r02-013-02-03,was,3.0
36736,r03-056-05-12,are,3.0
36737,c03-096e-06-08,the,3.0
36738,c06-106-01-04,for,3.0
36739,b04-181-05-03,The,3.0
36740,e01-092-02-06,the,3.0
36741,d06-072-01-04,and,3.0
36742,p02-101-06-03,got,3.0
36743,d06-072-03-04,the,3.0
36744,a01-043x-02-06,his,3.0
36745,r03-056-03-13,can,3.0
36746,c03-096f-07-03,act,3.0
36747,a01-043x-02-00,the,3.0
36748,e01-086-00-10,the,3.0
36749,p03-029-00-02,had,3.0
36750,c03-096f-06-07,odd,3.0
36751,e01-086-02-00,the,3.0
36752,c06-103-05-00,sex,3.0
36753,p02-105-00-03,her,3.0
36754,b05-045-08-01,two,3.0
36755,c03-096f-05-07,not,3.0
36756,e01-086-02-04,the,3.0
36757,c03-096e-06-05,act,3.0
36758,c06-103-07-02,and,3.0
36759,e01-086-02-09,the,3.0
36760,c06-103-07-04,the,3.0
36761,c03-096f-05-02,One,3.0
36762,r03-056-03-04,now,3.0
36763,c03-096f-04-04,had,3.0
36764,c06-106-00-00,The,3.0
36765,r03-056-03-06,let,3.0
36766,c03-096f-03-07,the,3.0
36767,r03-056-03-08,see,3.0
36768,c03-096f-03-02,the,3.0
36769,a01-038-03-02,the,3.0
36770,c06-103-07-03,not,3.0
36771,c06-103-04-02,the,3.0
36772,c06-106-03-04,She,3.0
36773,r02-013-01-06,six,3.0
36774,c06-106-06-08,the,3.0
36775,d06-067-07-06,the,3.0
36776,b04-181-04-00,now,3.0
36777,c06-106-07-03,And,3.0
36778,b04-181-03-08,has,3.0
36779,c03-096e-03-05,the,3.0
36780,d06-067-07-02,The,3.0
36781,r03-065-00-03,the,3.0
36782,c06-106-07-04,she,3.0
36783,d06-067-06-05,his,3.0
36784,c06-106-07-05,has,3.0
36785,p02-101-01-03,was,3.0
36786,c03-096e-03-00,the,3.0
36787,b06-023-05-07,and,3.0
36788,b04-181-03-04,our,3.0
36789,r02-013-01-00,and,3.0
36790,a01-043x-03-01,has,3.0
36791,e01-092-06-07,and,3.0
36792,p02-101-01-01,but,3.0
36793,r03-065-00-13,but,3.0
36794,a01-011u-02-04,and,3.0
36795,c06-106-09-05,her,3.0
36796,b06-071-08-00,THE,3.0
36797,e01-092-05-04,the,3.0
36798,p02-101-01-08,She,3.0
36799,e01-092-05-01,the,3.0
36800,c03-096e-04-02,had,3.0
36801,p03-029-02-01,she,3.0
36802,c06-106-05-03,the,3.0
36803,c03-096e-06-01,odd,3.0
36804,d06-067-09-03,day,3.0
36805,p02-101-03-00,not,3.0
36806,a01-020u-04-05,not,3.0
36807,p02-101-02-07,the,3.0
36808,d06-067-09-01,day,3.0
36809,p03-029-02-02,was,3.0
36810,c06-106-05-07,she,3.0
36811,e01-092-03-06,its,3.0
36812,p02-101-03-04,but,3.0
36813,e01-092-04-00,nor,3.0
36814,b05-045-09-03,Not,3.0
36815,p02-101-02-05,lay,3.0
36816,c03-096e-05-01,not,3.0
36817,r03-056-07-00,all,3.0
36818,p03-029-02-03,not,3.0
36819,d06-067-08-02,the,3.0
36820,c06-106-06-02,her,3.0
36821,c03-096e-04-06,One,3.0
36822,p02-101-02-01,the,3.0
36823,e01-092-04-09,and,3.0
36824,r03-056-07-03,are,3.0
36825,a01-011u-03-04,400,3.0
36826,e01-086-00-07,the,3.0
36827,c03-096f-07-06,the,3.0
36828,b05-045-07-04,and,3.0
36829,b05-045-02-05,can,3.0
36830,r03-053-06-07,his,3.0
36831,c04-004-02-07,Fox,3.0
36832,r03-053-08-00,the,3.0
36833,d06-072-09-00,and,3.0
36834,b05-045-03-00,for,3.0
36835,c04-004-02-02,His,3.0
36836,r02-013-08-02,the,3.0
36837,e01-081-00-03,and,3.0
36838,e01-081-00-05,pin,3.0
36839,p03-027-05-10,had,3.0
36840,e01-081-00-07,the,3.0
36841,p02-105-02-09,for,3.0
36842,c06-100-04-06,Dee,3.0
36843,b06-027-00-04,was,3.0
36844,c04-004-01-04,End,3.0
36845,c06-100-04-10,who,3.0
36846,b05-045-03-03,new,3.0
36847,b06-068-09-04,new,3.0
36848,c04-004-01-00,old,3.0
36849,p02-105-02-07,her,3.0
36850,c04-004-00-12,the,3.0
36851,r03-053-08-04,the,3.0
36852,p03-027-05-07,had,3.0
36853,c04-004-03-03,the,3.0
36854,p02-105-03-04,She,3.0
36855,b06-068-08-06,her,3.0
36856,e01-062-05-05,are,3.0
36857,b06-027-05-03,his,3.0
36858,c04-004-05-08,not,3.0
36859,b06-027-05-02,and,3.0
36860,r03-053-04-02,but,3.0
36861,c04-004-05-04,and,3.0
36862,e01-062-06-02,the,3.0
36863,c06-100-00-10,the,3.0
36864,a01-038-05-07,his,3.0
36865,d06-076-00-09,may,3.0
36866,c04-004-04-09,his,3.0
36867,r02-013-07-02,for,3.0
36868,c04-004-04-08,for,3.0
36869,a01-020u-03-00,his,3.0
36870,e01-062-06-07,the,3.0
36871,c06-100-01-03,wed,3.0
36872,c06-100-01-04,and,3.0
36873,c04-004-04-02,But,3.0
36874,r02-013-08-07,the,3.0
36875,c06-100-03-01,Dee,3.0
36876,b06-068-08-05,and,3.0
36877,r03-053-06-02,the,3.0
36878,d06-076-00-00,Can,3.0
36879,p02-105-03-05,was,3.0
36880,e01-062-06-06,all,3.0
36881,p02-105-02-05,Gay,3.0
36882,d06-072-08-03,the,3.0
36883,c06-100-05-03,the,3.0
36884,b06-023-07-09,the,3.0
36885,r02-013-04-01,the,3.0
36886,b05-045-04-04,say,3.0
36887,c04-000-02-02,new,3.0
36888,e01-081-05-01,are,3.0
36889,a01-038-05-00,day,3.0
36890,b04-187-00-00,THE,3.0
36891,p02-105-00-09,saw,3.0
36892,a01-011u-05-04,Sir,3.0
36893,a01-020u-03-06,and,3.0
36894,c04-000-01-05,the,3.0
36895,e01-081-04-07,the,3.0
36896,e01-081-05-06,the,3.0
36897,c06-103-00-00,THE,3.0
36898,p02-105-00-08,Gay,3.0
36899,r03-056-00-10,she,3.0
36900,r03-056-00-11,had,3.0
36901,e01-086-00-00,Two,3.0
36902,r03-056-01-01,and,3.0
36903,p02-105-00-06,the,3.0
36904,r02-013-02-08,the,3.0
36905,p03-029-00-00,Now,3.0
36906,e01-086-00-02,can,3.0
36907,b04-181-06-06,why,3.0
36908,p03-027-06-07,his,3.0
36909,a01-020u-02-07,now,3.0
36910,p02-105-01-00,and,3.0
36911,e01-081-04-04,the,3.0
36912,r02-013-07-00,tax,3.0
36913,d06-072-08-01,but,3.0
36914,c04-000-04-05,him,3.0
36915,b05-045-03-04,job,3.0
36916,c06-100-05-07,all,3.0
36917,e01-081-02-09,and,3.0
36918,p02-105-02-02,the,3.0
36919,c06-100-05-08,the,3.0
36920,c04-000-04-02,the,3.0
36921,c04-000-04-00,and,3.0
36922,c04-000-03-11,the,3.0
36923,c04-000-02-07,his,3.0
36924,a01-020u-03-04,the,3.0
36925,p03-027-06-03,for,3.0
36926,e01-081-03-04,Run,3.0
36927,r03-053-08-08,the,3.0
36928,p02-105-01-07,led,3.0
36929,r03-056-00-01,Yes,3.0
36930,p02-105-01-04,the,3.0
36931,c04-000-03-04,the,3.0
36932,a01-011u-05-05,Roy,3.0
36933,e01-081-04-01,the,3.0
36934,c06-100-06-09,the,3.0
36935,c06-100-06-11,bad,3.0
36936,c04-000-03-10,him,3.0
36937,b06-023-05-05,288,3.0
36938,p03-023-02-06,and,3.0
36939,p02-109-06-14,him,3.0
36940,p02-127-00-00,Gay,3.0
36941,e01-032-01-01,may,3.0
36942,c04-061-00-03,the,3.0
36943,d06-091-04-05,for,3.0
36944,c06-076-04-07,one,3.0
36945,r03-026-06-10,For,3.0
36946,r03-026-06-11,the,3.0
36947,p03-012-08-04,and,3.0
36948,p02-121-01-09,put,3.0
36949,b06-059-08-02,the,3.0
36950,a01-038-10-00,and,3.0
36951,c04-056-08-02,the,3.0
36952,c06-076-05-02,and,3.0
36953,b04-195-05-06,the,3.0
36954,e01-032-02-00,and,3.0
36955,a01-043u-04-02,the,3.0
36956,d06-091-04-01,the,3.0
36957,c04-056-06-06,the,3.0
36958,p02-121-01-06,and,3.0
36959,b04-195-05-04,and,3.0
36960,r03-026-07-02,she,3.0
36961,r03-026-07-03,did,3.0
36962,d06-091-03-04,and,3.0
36963,c04-061-00-05,and,3.0
36964,r02-060-04-04,the,3.0
36965,c06-076-04-02,and,3.0
36966,a01-014-05-00,the,3.0
36967,b06-036-01-08,the,3.0
36968,c04-061-04-01,was,3.0
36969,e01-029-06-02,the,3.0
36970,b04-195-06-01,men,3.0
36971,d06-091-06-08,the,3.0
36972,e01-029-06-06,and,3.0
36973,a01-043u-03-05,has,3.0
36974,e01-029-07-01,own,3.0
36975,c04-061-02-09,cut,3.0
36976,c04-061-02-08,and,3.0
36977,r03-026-06-03,and,3.0
36978,c04-056-06-00,the,3.0
36979,p02-127-00-10,Doc,3.0
36980,b06-059-07-05,and,3.0
36981,d06-091-06-06,day,3.0
36982,p02-127-00-07,you,3.0
36983,d06-091-06-04,any,3.0
36984,e01-032-00-00,The,3.0
36985,c06-076-03-05,and,3.0
36986,c04-061-01-04,the,3.0
36987,r02-060-04-06,and,3.0
36988,r03-026-06-06,but,3.0
36989,e01-032-00-04,and,3.0
36990,a01-038-11-00,Sir,3.0
36991,r02-060-06-01,was,3.0
36992,r02-060-06-04,and,3.0
36993,b06-059-08-04,can,3.0
36994,a01-014-04-07,and,3.0
36995,d06-091-02-01,say,3.0
36996,c04-056-01-04,out,3.0
36997,c06-076-09-05,for,3.0
36998,c06-076-09-06,the,3.0
36999,a01-043u-04-06,the,3.0
37000,c04-056-01-03,and,3.0
37001,p03-023-00-01,was,3.0
37002,e01-032-06-04,can,3.0
37003,c06-080-00-00,The,3.0
37004,r03-026-10-09,and,3.0
37005,a01-038-09-06,the,3.0
37006,d06-091-01-02,the,3.0
37007,c06-080-00-03,our,3.0
37008,r02-060-02-04,few,3.0
37009,r03-030-00-00,The,3.0
37010,p03-023-00-06,had,3.0
37011,a01-020-06-05,The,3.0
37012,c06-080-01-03,not,3.0
37013,c06-080-01-04,the,3.0
37014,e01-032-07-05,one,3.0
37015,e01-032-08-00,the,3.0
37016,p02-115-07-05,now,3.0
37017,d06-091-00-04,who,3.0
37018,c04-056-02-00,The,3.0
37019,p03-023-00-00,She,3.0
37020,p02-121-00-03,Doc,3.0
37021,a01-020-06-00,are,3.0
37022,c06-076-05-06,its,3.0
37023,p03-012-09-00,all,3.0
37024,a01-014-04-06,Roy,3.0
37025,b04-195-05-01,new,3.0
37026,c04-056-04-04,The,3.0
37027,p02-121-01-02,out,3.0
37028,d06-091-03-01,the,3.0
37029,p02-121-01-01,him,3.0
37030,c04-056-04-01,his,3.0
37031,a01-014-04-05,Sir,3.0
37032,d06-091-02-07,rut,3.0
37033,r03-026-07-04,was,3.0
37034,c04-056-03-07,his,3.0
37035,b06-036-01-00,and,3.0
37036,c06-076-06-04,may,3.0
37037,c04-056-03-00,lot,3.0
37038,c04-056-02-08,old,3.0
37039,p02-121-00-06,her,3.0
37040,d06-091-02-04,get,3.0
37041,c04-056-02-06,the,3.0
37042,b06-059-09-04,the,3.0
37043,c06-076-06-05,add,3.0
37044,e01-032-05-05,add,3.0
37045,p02-121-00-05,for,3.0
37046,c04-056-03-05,Rix,3.0
37047,c04-061-04-06,not,3.0
37048,b05-042-02-06,job,3.0
37049,c04-061-04-11,bag,3.0
37050,c04-075-05-06,did,3.0
37051,b06-059-03-05,the,3.0
37052,c04-075-05-00,the,3.0
37053,r03-007-06-09,her,3.0
37054,b06-036-03-00,the,3.0
37055,c04-075-04-08,the,3.0
37056,r03-007-07-02,the,3.0
37057,c06-058-06-01,for,3.0
37058,c04-075-04-05,the,3.0
37059,c06-058-06-02,the,3.0
37060,c04-075-01-09,out,3.0
37061,c06-058-06-05,one,3.0
37062,c04-075-01-08,dug,3.0
37063,a01-038x-00-03,the,3.0
37064,r03-007-07-05,was,3.0
37065,r03-007-08-00,put,3.0
37066,e01-029-00-04,how,3.0
37067,c04-066-07-08,not,3.0
37068,p03-012-06-02,was,3.0
37069,r03-026-00-04,the,3.0
37070,r03-026-00-06,for,3.0
37071,d06-091-09-05,not,3.0
37072,e01-029-01-00,and,3.0
37073,c04-075-05-09,his,3.0
37074,p02-131-00-00,Now,3.0
37075,c06-058-05-06,and,3.0
37076,a01-038x-00-04,two,3.0
37077,c04-080-01-07,and,3.0
37078,a01-014-08-00,his,3.0
37079,b04-202-01-08,has,3.0
37080,d06-096-01-00,can,3.0
37081,r03-007-06-00,the,3.0
37082,c04-080-00-05,for,3.0
37083,p02-131-00-05,you,3.0
37084,c04-080-00-04,out,3.0
37085,e01-025-07-05,and,3.0
37086,d06-096-00-08,How,3.0
37087,e01-025-07-06,the,3.0
37088,p03-012-06-05,and,3.0
37089,p02-131-00-04,and,3.0
37090,p02-131-00-02,him,3.0
37091,e01-025-09-00,how,3.0
37092,p02-131-00-01,let,3.0
37093,r03-007-06-05,and,3.0
37094,a01-020-05-02,are,3.0
37095,c04-075-06-06,the,3.0
37096,c06-058-05-04,the,3.0
37097,b04-202-01-06,Now,3.0
37098,c04-075-06-04,got,3.0
37099,c06-058-05-05,bar,3.0
37100,c04-075-06-02,and,3.0
37101,e01-025-08-02,the,3.0
37102,c04-066-04-07,say,3.0
37103,c04-066-04-04,the,3.0
37104,p02-127-05-09,you,3.0
37105,e01-029-04-01,the,3.0
37106,r03-026-03-02,and,3.0
37107,c04-066-00-11,got,3.0
37108,c04-066-00-09,you,3.0
37109,r03-026-03-05,the,3.0
37110,b06-059-06-03,the,3.0
37111,c04-066-00-03,get,3.0
37112,p02-127-03-05,you,3.0
37113,b04-202-00-00,The,3.0
37114,b05-042-02-05,the,3.0
37115,c04-066-00-02,you,3.0
37116,b04-202-00-03,are,3.0
